2020-10-10 19:00:11.056;GET;/s1/cpu;739.2515065148473;57
2020-10-10 19:00:11.853;GET;/s1/cpu;1435.5726204812527;57
2020-10-10 19:00:12.587;GET;/s1/cpu;2069.4138007238507;57
2020-10-10 19:00:13.445;GET;/s1/cpu;2826.7594957724214;57
2020-10-10 19:00:14.159;GET;/s1/cpu;3439.7637266665697;57
2020-10-10 19:00:14.949;GET;/s1/cpu;4128.775238990784;57
2020-10-10 19:00:15.770;GET;/s1/cpu;4849.181232042611;57
2020-10-10 19:00:16.516;GET;/s1/cpu;5495.275902561843;57
2020-10-10 19:00:17.285;GET;/s1/cpu;5432.211695238948;57
2020-10-10 19:00:18.035;GET;/s1/cpu;5447.520433925092;57
2020-10-10 19:00:18.788;GET;/s1/cpu;5342.224877327681;57
2020-10-10 19:00:19.552;GET;/s1/cpu;5392.703823745251;57
2020-10-10 19:00:20.306;GET;/s1/cpu;5357.477275654674;57
2020-10-10 19:00:21.085;GET;/s1/cpu;5315.563077107072;57
2020-10-10 19:00:21.949;GET;/s1/cpu;4664.088439196348;57
2020-10-10 19:00:22.712;GET;/s1/cpu;4677.1618677303195;57
2020-10-10 19:00:23.453;GET;/s1/cpu;4665.25459010154;57
2020-10-10 19:00:24.193;GET;/s1/cpu;4641.655753366649;57
2020-10-10 19:00:24.970;GET;/s1/cpu;4663.435732014477;57
2020-10-10 19:00:25.756;GET;/s1/cpu;4670.913094654679;57
2020-10-10 19:00:26.495;GET;/s1/cpu;9978.17647550255;57
2020-10-10 19:00:27.280;GET;/s1/cpu;16157.976923510432;57
2020-10-10 19:00:28.028;GET;/s1/cpu;16804.7482278198;57
2020-10-10 19:00:28.724;GET;/s1/cpu;17400.161768309772;57
2020-10-10 19:00:29.533;GET;/s1/cpu;18107.833377085626;57
2020-10-10 19:00:30.292;GET;/s1/cpu;18766.163671389222;57
2020-10-10 19:00:31.077;GET;/s1/cpu;19450.45320596546;57
2020-10-10 19:00:31.820;GET;/s1/cpu;20092.841943725944;57
2020-10-10 19:00:32.568;GET;/s1/cpu;20740.85662793368;57
2020-10-10 19:00:33.236;GET;/s1/cpu;21308.124625124037;57
2020-10-10 19:00:34.038;GET;/s1/cpu;22009.178774431348;57
2020-10-10 19:00:34.780;GET;/s1/cpu;22650.372372940183;57
2020-10-10 19:00:35.525;GET;/s1/cpu;23294.285148382187;57
2020-10-10 19:00:36.243;GET;/s1/cpu;23911.82268690318;57
2020-10-10 19:00:36.973;GET;/s1/cpu;24541.0746820271;57
2020-10-10 19:00:37.718;GET;/s1/cpu;25184.919949620962;57
2020-10-10 19:00:38.446;GET;/s1/cpu;25812.29425035417;57
2020-10-10 19:00:39.143;GET;/s1/cpu;26409.23282597214;57
2020-10-10 19:00:39.903;GET;/s1/cpu;27068.724661134183;57
2020-10-10 19:00:40.661;GET;/s1/cpu;27725.754137150943;57
2020-10-10 19:00:41.417;GET;/s1/cpu;28380.94919733703;57
2020-10-10 19:00:42.229;GET;/s1/cpu;29092.96288806945;57
2020-10-10 19:00:43.014;GET;/s1/cpu;29776.62454172969;57
2020-10-10 19:00:43.758;GET;/s1/cpu;30419.899423606694;57
2020-10-10 19:00:44.538;GET;/s1/cpu;31099.644406698644;57
2020-10-10 19:00:45.286;GET;/s1/cpu;31746.65729701519;57
2020-10-10 19:00:46.021;GET;/s1/cpu;32380.333088338375;57
2020-10-10 19:00:46.794;GET;/s1/cpu;33052.63407062739;57
2020-10-10 19:00:47.621;GET;/s1/cpu;33779.391285032034;57
2020-10-10 19:00:48.376;GET;/s1/cpu;34433.046533726156;57
2020-10-10 19:00:49.113;GET;/s1/cpu;35069.28652059287;57
2020-10-10 19:00:49.835;GET;/s1/cpu;35690.27080014348;57
2020-10-10 19:00:50.600;GET;/s1/cpu;36355.36533314735;57
2020-10-10 19:00:51.341;GET;/s1/cpu;36995.48367690295;57
2020-10-10 19:00:52.087;GET;/s1/cpu;37640.34157898277;57
2020-10-10 19:00:52.834;GET;/s1/cpu;38286.572200246155;57
2020-10-10 19:00:53.673;GET;/s1/cpu;39025.72996728122;57
2020-10-10 19:00:54.421;GET;/s1/cpu;39672.89152741432;57
2020-10-10 19:00:55.198;GET;/s1/cpu;40349.702891893685;57
2020-10-10 19:00:55.924;GET;/s1/cpu;40974.933304823935;57
2020-10-10 19:00:56.654;GET;/s1/cpu;41604.10544555634;57
2020-10-10 19:00:57.414;GET;/s1/cpu;42263.306153938174;57
2020-10-10 19:00:58.139;GET;/s1/cpu;42888.17280065268;57
2020-10-10 19:00:58.865;GET;/s1/cpu;43513.02725542337;57
2020-10-10 19:00:59.588;GET;/s1/cpu;44136.032537557185;57
2020-10-10 19:01:00.306;GET;/s1/cpu;44753.467046655715;57
2020-10-10 19:01:01.038;GET;/s1/cpu;45384.614893235266;57
2020-10-10 19:01:01.814;GET;/s1/cpu;46059.03862789273;57
2020-10-10 19:01:02.562;GET;/s1/cpu;46706.08173124492;57
2020-10-10 19:01:03.360;GET;/s1/cpu;47403.88497989625;57
2020-10-10 19:01:04.115;GET;/s1/cpu;48057.34218470752;57
2020-10-10 19:01:04.872;GET;/s1/cpu;48713.52714113891;57
2020-10-10 19:01:05.596;GET;/s1/cpu;49336.97821944952;57
2020-10-10 19:01:06.366;GET;/s1/cpu;50005.69195393473;57
2020-10-10 19:01:07.102;GET;/s1/cpu;50641.471094451845;57
2020-10-10 19:01:07.852;GET;/s1/cpu;56796.210411936045;57
2020-10-10 19:01:08.599;GET;/s1/cpu;52037.149044685066;57
2020-10-10 19:01:09.351;GET;/s1/cpu;52689.42034710199;57
2020-10-10 19:01:10.093;GET;/s1/cpu;53330.03475982696;57
2020-10-10 19:01:10.915;GET;/s1/cpu;54051.68344825506;57
2020-10-10 19:01:11.690;GET;/s1/cpu;54725.21663736552;57
2020-10-10 19:01:12.385;GET;/s1/cpu;55319.98532637954;57
2020-10-10 19:01:13.076;GET;/s1/cpu;55910.576856695116;57
2020-10-10 19:01:13.812;GET;/s1/cpu;56545.485629700124;57
2020-10-10 19:01:14.512;GET;/s1/cpu;57144.39953118563;57
2020-10-10 19:01:15.286;GET;/s1/cpu;57818.43208707869;57
2020-10-10 19:01:16.042;GET;/s1/cpu;58473.16816728562;57
2020-10-10 19:01:16.836;GET;/s1/cpu;59166.99840221554;57
